set L := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28 F101 F102 F103 F104 F105 F106 F107 F108 F109 F110 k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set I := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28;
set J := F101 F102 F103 F104 F105 F106 F107 F108 F109 F110;
set K := k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set S := small medium large;
set T := deliver return both;
set F := ingest both;
set MaxH := 2;

param Max_Capital_Cost:= 15000000;  #capital investing $ given
param Mile_Cost:= 4;  #mile cost in $ per mile
param Truck_Size:= 6000;  #the max size of a truck in packages
param Load_Cost:= 50;  #the loading cost per truck in $
param Unload_Cost:= 50;  #the unloading cost per truck in $
param Hops:= 2;  #number of hops allowed
param Fixed_Trucks_Cost:= 550; #the min trans cost per truck in $

param capital:= 
k46 k48 183
k46 k49 504
k46 k50 503
k46 k51 408
k46 k52 406
k46 k53 292
k46 k54 311
k46 k55 282
k46 k56 291
k46 k57 516
k46 k58 426
k46 k59 393
k46 k60 204
k46 k61 196
k46 k62 473
k46 k63 432
k46 k64 85
k46 k65 33
k46 k66 296
k46 k67 135
k46 k68 186
k46 k69 148
k46 k70 518
k46 k71 336
k46 k72 196
k46 k73 361
k46 k74 500
k46 k75 300
k46 k76 234
k47 i1 781
k47 i2 293
k47 i3 391
k47 i4 208
k47 i5 527
k47 i6 194
k47 i7 259
k47 i8 179
k47 i9 202
k47 i10 203
k47 i11 193
k47 i12 210
k47 i13 189
k47 i14 240
k47 i15 186
k47 i16 1480
k47 i17 172
k47 i18 222
k47 i19 205
k47 i20 195
k47 i21 257
k47 i22 234
k47 i23 2283
k47 i24 130
k47 i25 500
k47 i26 230
k47 i27 199
k47 i28 1319
k47 F101 224
k47 F102 295
k47 F103 67
k47 F104 323
k47 F105 269
k47 F106 304
k47 F107 107
k47 F108 176
k47 F109 233
k47 F110 235
k47 k1 192
k47 k2 215
k47 k3 196
k47 k4 781
k47 k5 256
k47 k6 207
k47 k7 527
k47 k8 226
k47 k9 265
k47 k10 386
k47 k11 73
k47 k12 124
k47 k13 194
k47 k14 255
k47 k15 208
k47 k16 400
k47 k17 246
k47 k18 138
k47 k19 428
k47 k20 414
k47 k21 446
k47 k22 379
k47 k23 432
k47 k24 293
k47 k25 296
k47 k26 273
k47 k27 260
k47 k28 240
k47 k29 219
k47 k30 205
k47 k31 196
k47 k32 179
k47 k33 264
k47 k34 195
k47 k35 273
k47 k36 192
k47 k37 204
k47 k38 198
k47 k39 193
k47 k40 185
k47 k41 192
k47 k42 155
k47 k43 268
k47 k44 64
k47 k45 262
k47 k46 236
k47 k47 0
k47 k48 384
k47 k49 406
k47 k50 365
k47 k51 288
k47 k52 286
k47 k53 265
k47 k54 244
k47 k55 220
k47 k56 210
k47 k57 310
k47 k58 235
k47 k59 206
k47 k60 196
k47 k61 184
k47 k62 255
k47 k63 210
k47 k64 273
k47 k65 270
k47 k66 60
k47 k67 176
k47 k68 167
k47 k69 133
k47 k70 404
k47 k71 269
k47 k72 191
k47 k73 129
k47 k74 351
k47 k75 123
k47 k76 31
k48 i1 1127
k48 i2 560
k48 i3 774
k48 i4 456
k48 i5 911
k48 i6 545
k48 i7 636
k48 i8 423
k48 i9 380
k48 i10 376
k48 i11 385
k48 i12 592
k48 i13 292
k48 i14 505
k48 i15 476
k48 i16 1861
k48 i17 349
k48 i18 215
k48 i19 503
k48 i20 403
k48 i21 627
k48 i22 542
k48 i23 2647
k48 i24 431
k48 i25 774
k48 i26 194
k48 i27 495
k48 i28 1703
k48 F101 581
k48 F102 95
k48 F103 444
k48 F104 638
k48 F105 649
k48 F106 685
k48 F107 394
k48 F108 242
k48 F109 262
k48 F110 510
k48 k1 267
k48 k2 369
k48 k3 322
k48 k4 1127
k48 k5 200
k48 k6 439
k48 k7 911
k48 k8 237
k48 k9 137
k48 k10 673
k48 k11 450
k48 k12 288
k48 k13 193
k48 k14 245
k48 k15 456
k48 k16 637
k48 k17 529
k48 k18 517
k48 k19 675
k48 k20 669
k48 k21 779
k48 k22 678
k48 k23 797
k48 k24 560
k48 k25 598
k48 k26 568
k48 k27 553
k48 k28 505
k48 k29 467
k48 k30 503
k48 k31 517
k48 k32 459
k48 k33 639
k48 k34 403
k48 k35 652
k48 k36 395
k48 k37 373
k48 k38 379
k48 k39 384
k48 k40 362
k48 k41 353
k48 k42 314
k48 k43 221
k48 k44 380
k48 k45 204
k48 k46 183
k48 k47 384
k48 k48 0
k48 k49 686
k48 k50 685
k48 k51 591
k48 k52 589
k48 k53 473
k48 k54 494
k48 k55 466
k48 k56 474
k48 k57 685
k48 k58 599
k48 k59 567
k48 k60 387
k48 k61 379
k48 k62 637
k48 k63 592
k48 k64 239
k48 k65 156
k48 k66 439
k48 k67 216
k48 k68 369
k48 k69 327
k48 k70 702
k48 k71 518
k48 k72 379
k48 k73 513
k48 k74 682
k48 k75 472
k48 k76 392
k49 i1 464
k49 i2 127
k49 i3 346
k49 i4 232
k49 i5 494
k49 i6 228
k49 i7 270
k49 i8 268
k49 i9 306
k49 i10 309
k49 i11 301
k49 i12 316
k49 i13 395
k49 i14 184
k49 i15 228
k49 i16 1264
k49 i17 339
k49 i18 471
k49 i19 203
k49 i20 284
k49 i21 243
k49 i22 171
k49 i23 2237
k49 i24 285
k49 i25 94
k49 i26 493
k49 i27 210
k49 i28 1139
k49 F101 218
k49 F102 629
k49 F103 350
k49 F104 97
k49 F105 296
k49 F106 310
k49 F107 322
k49 F108 451
k49 F109 426
k49 F110 182
k49 k1 420
k49 k2 318
k49 k3 364
k49 k4 464
k49 k5 488
k49 k6 248
k49 k7 494
k49 k8 450
k49 k9 550
k49 k10 21
k49 k11 409
k49 k12 419
k49 k13 515
k49 k14 447
k49 k15 232
k49 k16 84
k49 k17 166
k49 k18 399
k49 k19 64
k49 k20 49
k49 k21 143
k49 k22 42
k49 k23 246
k49 k24 127
k49 k25 110
k49 k26 133
k49 k27 147
k49 k28 184
k49 k29 220
k49 k30 203
k49 k31 210
k49 k32 241
k49 k33 264
k49 k34 284
k49 k35 282
k49 k36 291
k49 k37 313
k49 k38 307
k49 k39 303
k49 k40 324
k49 k41 333
k49 k42 377
k49 k43 473
k49 k44 358
k49 k45 486
k49 k46 504
k49 k47 406
k49 k48 686
k49 k49 0
k49 k50 88
k49 k51 117
k49 k52 119
k49 k53 215
k49 k54 192
k49 k55 222
k49 k56 218
k49 k57 265
k49 k58 229
k49 k59 235
k49 k60 299
k49 k61 308
k49 k62 303
k49 k63 316
k49 k64 458
k49 k65 530
k49 k66 405
k49 k67 544
k49 k68 320
k49 k69 370
k49 k70 35
k49 k71 168
k49 k72 308
k49 k73 361
k49 k74 116
k49 k75 284
k49 k76 376
k50 i1 443
k50 i2 142
k50 i3 257
k50 i4 231
k50 i5 408
k50 i6 173
k50 i7 187
k50 i8 263
k50 i9 312
k50 i10 316
k50 i11 305
k50 i12 239
k50 i13 395
k50 i14 185
k50 i15 210
k50 i16 1219
k50 i17 337
k50 i18 471
k50 i19 182
k50 i20 286
k50 i21 162
k50 i22 143
k50 i23 2165
k50 i24 260
k50 i25 157
k50 i26 492
k50 i27 190
k50 i28 1085
k50 F101 151
k50 F102 618
k50 F103 302
k50 F104 47
k50 F105 212
k50 F106 222
k50 F107 299
k50 F108 444
k50 F109 434
k50 F110 177
k50 k1 419
k50 k2 328
k50 k3 368
k50 k4 443
k50 k5 494
k50 k6 251
k50 k7 408
k50 k8 454
k50 k9 548
k50 k10 71
k50 k11 354
k50 k12 404
k50 k13 502
k50 k14 457
k50 k15 231
k50 k16 161
k50 k17 158
k50 k18 332
k50 k19 151
k50 k20 135
k50 k21 94
k50 k22 47
k50 k23 167
k50 k24 142
k50 k25 88
k50 k26 118
k50 k27 133
k50 k28 185
k50 k29 222
k50 k30 182
k50 k31 174
k50 k32 226
k50 k33 181
k50 k34 286
k50 k35 197
k50 k36 294
k50 k37 320
k50 k38 312
k50 k39 306
k50 k40 326
k50 k41 336
k50 k42 371
k50 k43 483
k50 k44 327
k50 k45 493
k50 k46 503
k50 k47 365
k50 k48 685
k50 k49 88
k50 k50 0
k50 k51 95
k50 k52 97
k50 k53 237
k50 k54 199
k50 k55 224
k50 k56 213
k50 k57 177
k50 k58 155
k50 k59 170
k50 k60 303
k50 k61 308
k50 k62 220
k50 k63 239
k50 k64 472
k50 k65 532
k50 k66 352
k50 k67 520
k50 k68 316
k50 k69 358
k50 k70 60
k50 k71 182
k50 k72 311
k50 k73 297
k50 k74 27
k50 k75 241
k50 k76 338
k51 i1 538
k51 i2 59
k51 i3 301
k51 i4 136
k51 i5 461
k51 i6 115
k51 i7 186
k51 i8 168
k51 i9 216
k51 i10 221
k51 i11 209
k51 i12 217
k51 i13 300
k51 i14 90
k51 i15 117
k51 i16 1311
k51 i17 242
k51 i18 376
k51 i19 90
k51 i20 191
k51 i21 158
k51 i22 54
k51 i23 2236
k51 i24 172
k51 i25 211
k51 i26 397
k51 i27 98
k51 i28 1173
k51 F101 114
k51 F102 525
k51 F103 232
k51 F104 48
k51 F105 215
k51 F106 239
k51 F107 210
k51 F108 350
k51 F109 339
k51 F110 82
k51 k1 324
k51 k2 232
k51 k3 272
k51 k4 538
k51 k5 398
k51 k6 155
k51 k7 461
k51 k8 358
k51 k9 453
k51 k10 97
k51 k11 292
k51 k12 312
k51 k13 410
k51 k14 362
k51 k15 136
k51 k16 138
k51 k17 63
k51 k18 288
k51 k19 152
k51 k20 136
k51 k21 190
k51 k22 92
k51 k23 244
k51 k24 59
k51 k25 7
k51 k26 23
k51 k27 38
k51 k28 90
k51 k29 126
k51 k30 90
k51 k31 92
k51 k32 133
k51 k33 182
k51 k34 191
k51 k35 203
k51 k36 198
k51 k37 224
k51 k38 217
k51 k39 210
k51 k40 231
k51 k41 241
k51 k42 277
k51 k43 387
k51 k44 243
k51 k45 397
k51 k46 408
k51 k47 288
k51 k48 591
k51 k49 117
k51 k50 95
k51 k51 0
k51 k52 2
k51 k53 147
k51 k54 105
k51 k55 129
k51 k56 117
k51 k57 201
k51 k58 133
k51 k59 128
k51 k60 207
k51 k61 213
k51 k62 217
k51 k63 217
k51 k64 376
k51 k65 437
k51 k66 287
k51 k67 433
k51 k68 221
k51 k69 265
k51 k70 117
k51 k71 92
k51 k72 215
k51 k73 249
k51 k74 99
k51 k75 166
k51 k76 259
k52 i1 540
k52 i2 58
k52 i3 301
k52 i4 134
k52 i5 461
k52 i6 113
k52 i7 186
k52 i8 165
k52 i9 214
k52 i10 219
k52 i11 207
k52 i12 217
k52 i13 298
k52 i14 88
k52 i15 115
k52 i16 1312
k52 i17 240
k52 i18 374
k52 i19 88
k52 i20 189
k52 i21 157
k52 i22 52
k52 i23 2237
k52 i24 169
k52 i25 213
k52 i26 395
k52 i27 96
k52 i28 1174
k52 F101 113
k52 F102 523
k52 F103 230
k52 F104 50
k52 F105 215
k52 F106 239
k52 F107 207
k52 F108 348
k52 F109 337
k52 F110 80
k52 k1 322
k52 k2 230
k52 k3 270
k52 k4 540
k52 k5 396
k52 k6 153
k52 k7 461
k52 k8 356
k52 k9 451
k52 k10 99
k52 k11 290
k52 k12 310
k52 k13 408
k52 k14 360
k52 k15 134
k52 k16 139
k52 k17 61
k52 k18 286
k52 k19 153
k52 k20 137
k52 k21 192
k52 k22 94
k52 k23 245
k52 k24 58
k52 k25 10
k52 k26 21
k52 k27 35
k52 k28 88
k52 k29 124
k52 k30 88
k52 k31 90
k52 k32 130
k52 k33 182
k52 k34 189
k52 k35 202
k52 k36 196
k52 k37 222
k52 k38 215
k52 k39 208
k52 k40 228
k52 k41 239
k52 k42 274
k52 k43 385
k52 k44 241
k52 k45 395
k52 k46 406
k52 k47 286
k52 k48 589
k52 k49 119
k52 k50 97
k52 k51 2
k52 k52 0
k52 k53 145
k52 k54 104
k52 k55 127
k52 k56 115
k52 k57 201
k52 k58 133
k52 k59 127
k52 k60 205
k52 k61 211
k52 k62 217
k52 k63 217
k52 k64 374
k52 k65 435
k52 k66 285
k52 k67 431
k52 k68 219
k52 k69 263
k52 k70 120
k52 k71 90
k52 k72 213
k52 k73 247
k52 k74 101
k52 k75 164
k52 k76 257
k53 i1 674
k53 i2 95
k53 i3 434
k53 i4 59
k53 i5 595
k53 i6 192
k53 i7 300
k53 i8 86
k53 i9 96
k53 i10 99
k53 i11 95
k53 i12 306
k53 i13 185
k53 i14 65
k53 i15 100
k53 i16 1457
k53 i17 135
k53 i18 259
k53 i19 107
k53 i20 81
k53 i21 274
k53 i22 127
k53 i23 2376
k53 i24 139
k53 i25 300
k53 i26 281
k53 i27 104
k53 i28 1320
k53 F101 217
k53 F102 423
k53 F103 239
k53 F104 194
k53 F105 328
k53 F106 360
k53 F107 158
k53 F108 246
k53 F109 211
k53 F110 78
k53 k1 210
k53 k2 104
k53 k3 152
k53 k4 674
k53 k5 274
k53 k6 57
k53 k7 595
k53 k8 236
k53 k9 338
k53 k10 205
k53 k11 305
k53 k12 226
k53 k13 313
k53 k14 231
k53 k15 59
k53 k16 165
k53 k17 92
k53 k18 332
k53 k19 202
k53 k20 196
k53 k21 330
k53 k22 216
k53 k23 391
k53 k24 95
k53 k25 151
k53 k26 125
k53 k27 114
k53 k28 65
k53 k29 52
k53 k30 107
k53 k31 140
k53 k32 95
k53 k33 298
k53 k34 81
k53 k35 319
k53 k36 88
k53 k37 102
k53 k38 98
k53 k39 96
k53 k40 117
k53 k41 123
k53 k42 175
k53 k43 257
k53 k44 202
k53 k45 270
k53 k46 292
k53 k47 265
k53 k48 473
k53 k49 215
k53 k50 237
k53 k51 147
k53 k52 145
k53 k53 0
k53 k54 47
k53 k55 49
k53 k56 68
k53 k57 330
k53 k58 243
k53 k59 220
k53 k60 92
k53 k61 104
k53 k62 324
k53 k63 306
k53 k64 243
k53 k65 316
k53 k66 294
k53 k67 355
k53 k68 120
k53 k69 176
k53 k70 236
k53 k71 55
k53 k72 101
k53 k73 295
k53 k74 246
k53 k75 183
k53 k76 234
k54 i1 641
k54 i2 65
k54 i3 387
k54 i4 41
k54 i5 548
k54 i6 147
k54 i7 253
k54 i8 78
k54 i9 114
k54 i10 118
k54 i11 109
k54 i12 261
k54 i13 202
k54 i14 18
k54 i15 63
k54 i16 1416
k54 i17 146
k54 i18 279
k54 i19 62
k54 i20 91
k54 i21 227
k54 i22 80
k54 i23 2329
k54 i24 114
k54 i25 283
k54 i26 300
k54 i27 61
k54 i28 1277
k54 F101 170
k54 F102 436
k54 F103 209
k54 F104 154
k54 F105 281
k54 F106 313
k54 F107 143
k54 F108 258
k54 F109 237
k54 F110 30
k54 k1 227
k54 k2 128
k54 k3 172
k54 k4 641
k54 k5 298
k54 k6 55
k54 k7 548
k54 k8 258
k54 k9 357
k54 k10 179
k54 k11 275
k54 k12 229
k54 k13 323
k54 k14 259
k54 k15 41
k54 k16 160
k54 k17 45
k54 k18 295
k54 k19 193
k54 k20 183
k54 k21 294
k54 k22 184
k54 k23 347
k54 k24 65
k54 k25 111
k54 k26 82
k54 k27 70
k54 k28 18
k54 k29 29
k54 k30 62
k54 k31 94
k54 k32 65
k54 k33 251
k54 k34 91
k54 k35 272
k54 k36 99
k54 k37 122
k54 k38 115
k54 k39 110
k54 k40 132
k54 k41 141
k54 k42 185
k54 k43 285
k54 k44 185
k54 k45 296
k54 k46 311
k54 k47 244
k54 k48 494
k54 k49 192
k54 k50 199
k54 k51 105
k54 k52 104
k54 k53 47
k54 k54 0
k54 k55 29
k54 k56 34
k54 k57 283
k54 k58 196
k54 k59 173
k54 k60 107
k54 k61 115
k54 k62 278
k54 k63 261
k54 k64 272
k54 k65 339
k54 k66 265
k54 k67 357
k54 k68 127
k54 k69 179
k54 k70 207
k54 k71 26
k54 k72 115
k54 k73 257
k54 k74 205
k54 k75 148
k54 k76 213
k55 i1 667
k55 i2 94
k55 i3 396
k55 i4 12
k55 i5 557
k55 i6 148
k55 i7 258
k55 i8 48
k55 i9 87
k55 i10 91
k55 i11 81
k55 i12 259
k55 i13 174
k55 i14 39
k55 i15 51
k55 i16 1437
k55 i17 117
k55 i18 250
k55 i19 63
k55 i20 62
k55 i21 234
k55 i22 93
k55 i23 2340
k55 i24 91
k55 i25 313
k55 i26 272
k55 i27 59
k55 i28 1296
k55 F101 176
k55 F102 407
k55 F103 190
k55 F104 178
k55 F105 285
k55 F106 318
k55 F107 116
k55 F108 229
k55 F109 210
k55 F110 47
k55 k1 199
k55 k2 103
k55 k3 144
k55 k4 667
k55 k5 270
k55 k6 26
k55 k7 557
k55 k8 230
k55 k9 329
k55 k10 208
k55 k11 256
k55 k12 199
k55 k13 293
k55 k14 233
k55 k15 12
k55 k16 189
k55 k17 66
k55 k18 282
k55 k19 222
k55 k20 213
k55 k21 319
k55 k22 212
k55 k23 365
k55 k24 94
k55 k25 135
k55 k26 106
k55 k27 91
k55 k28 39
k55 k29 3
k55 k30 63
k55 k31 95
k55 k32 45
k55 k33 257
k55 k34 62
k55 k35 277
k55 k36 70
k55 k37 95
k55 k38 88
k55 k39 82
k55 k40 103
k55 k41 113
k55 k42 155
k55 k43 258
k55 k44 159
k55 k45 269
k55 k46 282
k55 k47 220
k55 k48 466
k55 k49 222
k55 k50 224
k55 k51 129
k55 k52 127
k55 k53 49
k55 k54 29
k55 k55 0
k55 k56 20
k55 k57 292
k55 k58 202
k55 k59 176
k55 k60 79
k55 k61 86
k55 k62 281
k55 k63 259
k55 k64 247
k55 k65 310
k55 k66 246
k55 k67 327
k55 k68 97
k55 k69 149
k55 k70 235
k55 k71 56
k55 k72 87
k55 k73 245
k55 k74 227
k55 k75 134
k55 k76 189
k56 i1 656
k56 i2 91
k56 i3 377
k56 i4 19
k56 i5 537
k56 i6 128
k56 i7 238
k56 i8 51
k56 i9 100
k56 i10 104
k56 i11 92
k56 i12 239
k56 i13 182
k56 i14 33
k56 i15 32
k56 i16 1422
k56 i17 125
k56 i18 259
k56 i19 44
k56 i20 74
k56 i21 214
k56 i22 76
k56 i23 2320
k56 i24 80
k56 i25 310
k56 i26 280
k56 i27 39
k56 i28 1279
k56 F101 156
k56 F102 411
k56 F103 175
k56 F104 166
k56 F105 265
k56 F106 298
k56 F107 109
k56 F108 234
k56 F109 221
k56 F110 36
k56 k1 207
k56 k2 117
k56 k3 155
k56 k4 656
k56 k5 281
k56 k6 40
k56 k7 537
k56 k8 240
k56 k9 336
k56 k10 202
k56 k11 241
k56 k12 201
k56 k13 297
k56 k14 245
k56 k15 19
k56 k16 193
k56 k17 54
k56 k18 264
k56 k19 224
k56 k20 213
k56 k21 307
k56 k22 204
k56 k23 349
k56 k24 91
k56 k25 124
k56 k26 94
k56 k27 79
k56 k28 33
k56 k29 16
k56 k30 44
k56 k31 75
k56 k32 30
k56 k33 237
k56 k34 74
k56 k35 257
k56 k36 81
k56 k37 108
k56 k38 100
k56 k39 93
k56 k40 113
k56 k41 123
k56 k42 160
k56 k43 270
k56 k44 151
k56 k45 280
k56 k46 291
k56 k47 210
k56 k48 474
k56 k49 218
k56 k50 213
k56 k51 117
k56 k52 115
k56 k53 68
k56 k54 34
k56 k55 20
k56 k56 0
k56 k57 273
k56 k58 182
k56 k59 156
k56 k60 90
k56 k61 95
k56 k62 260
k56 k63 239
k56 k64 260
k56 k65 320
k56 k66 232
k56 k67 327
k56 k68 104
k56 k69 152
k56 k70 229
k56 k71 59
k56 k72 98
k56 k73 227
k56 k74 214
k56 k75 116
k56 k76 179
k57 i1 482
k57 i2 259
k57 i3 103
k57 i4 292
k57 i5 264
k57 i6 152
k57 i7 50
k57 i8 306
k57 i9 363
k57 i10 368
k57 i11 353
k57 i12 109
k57 i13 424
k57 i14 264
k57 i15 249
k57 i16 1176
k57 i17 370
k57 i18 490
k57 i19 229
k57 i20 338
k57 i21 61
k57 i22 203
k57 i23 2047
k57 i24 268
k57 i25 328
k57 i26 506
k57 i27 235
k57 i28 1022
k57 F101 117
k57 F102 602
k57 F103 244
k57 F104 178
k57 F105 51
k57 F106 46
k57 F107 299
k57 F108 451
k57 F109 471
k57 F110 252
k57 k1 442
k57 k2 383
k57 k3 406
k57 k4 482
k57 k5 520
k57 k6 311
k57 k7 264
k57 k8 481
k57 k9 555
k57 k10 246
k57 k11 265
k57 k12 399
k57 k13 492
k57 k14 497
k57 k15 292
k57 k16 326
k57 k17 239
k57 k18 215
k57 k19 324
k57 k20 307
k57 k21 197
k57 k22 222
k57 k23 129
k57 k24 259
k57 k25 202
k57 k26 215
k57 k27 220
k57 k28 264
k57 k29 289
k57 k30 229
k57 k31 199
k57 k32 265
k57 k33 46
k57 k34 338
k57 k35 40
k57 k36 343
k57 k37 371
k57 k38 362
k57 k39 354
k57 k40 367
k57 k41 379
k57 k42 390
k57 k43 519
k57 k44 305
k57 k45 522
k57 k46 516
k57 k47 310
k57 k48 685
k57 k49 265
k57 k50 177
k57 k51 201
k57 k52 201
k57 k53 330
k57 k54 283
k57 k55 292
k57 k56 273
k57 k57 0
k57 k58 93
k57 k59 124
k57 k60 353
k57 k61 351
k57 k62 66
k57 k63 109
k57 k64 514
k57 k65 549
k57 k66 270
k57 k67 486
k57 k68 350
k57 k69 370
k57 k70 237
k57 k71 282
k57 k72 357
k57 k73 194
k57 k74 149
k57 k75 215
k57 k76 295
k58 i1 545
k58 i2 184
k58 i3 195
k58 i4 200
k58 i5 355
k58 i6 58
k58 i7 57
k58 i8 212
k58 i9 270
k58 i10 274
k58 i11 259
k58 i12 86
k58 i13 331
k58 i14 177
k58 i15 156
k58 i16 1265
k58 i17 277
k58 i18 399
k58 i19 138
k58 i20 244
k58 i21 32
k58 i22 118
k58 i23 2139
k58 i24 175
k58 i25 311
k58 i26 416
k58 i27 143
k58 i28 1114
k58 F101 25
k58 F102 519
k58 F103 168
k58 F104 132
k58 F105 86
k58 F106 116
k58 F107 208
k58 F108 361
k58 F109 378
k58 F110 165
k58 k1 350
k58 k2 290
k58 k3 313
k58 k4 545
k58 k5 428
k58 k6 219
k58 k7 355
k58 k8 389
k58 k9 466
k58 k10 208
k58 k11 207
k58 k12 311
k58 k13 407
k58 k14 404
k58 k15 200
k58 k16 270
k58 k17 155
k58 k18 177
k58 k19 279
k58 k20 262
k58 k21 218
k58 k22 189
k58 k23 199
k58 k24 184
k58 k25 137
k58 k26 139
k58 k27 141
k58 k28 177
k58 k29 198
k58 k30 138
k58 k31 106
k58 k32 172
k58 k33 55
k58 k34 244
k58 k35 76
k58 k36 250
k58 k37 278
k58 k38 268
k58 k39 260
k58 k40 274
k58 k41 286
k58 k42 298
k58 k43 426
k58 k44 219
k58 k45 430
k58 k46 426
k58 k47 235
k58 k48 599
k58 k49 229
k58 k50 155
k58 k51 133
k58 k52 133
k58 k53 243
k58 k54 196
k58 k55 202
k58 k56 182
k58 k57 93
k58 k58 0
k58 k59 32
k58 k60 260
k58 k61 258
k58 k62 85
k58 k63 86
k58 k64 421
k58 k65 459
k58 k66 208
k58 k67 407
k58 k68 257
k58 k69 278
k58 k70 212
k58 k71 199
k58 k72 264
k58 k73 143
k58 k74 133
k58 k75 126
k58 k76 215
k59 i1 575
k59 i2 171
k59 i3 226
k59 i4 173
k59 i5 384
k59 i6 28
k59 i7 83
k59 i8 182
k59 i9 240
k59 i10 244
k59 i11 229
k59 i12 91
k59 i13 299
k59 i14 156
k59 i15 128
k59 i16 1298
k59 i17 245
k59 i18 366
k59 i19 113
k59 i20 215
k59 i21 63
k59 i22 100
k59 i23 2167
k59 i24 143
k59 i25 322
k59 i26 383
k59 i27 117
k59 i28 1146
k59 F101 19
k59 F102 487
k59 F103 139
k59 F104 139
k59 F105 109
k59 F106 143
k59 F107 176
k59 F108 328
k59 F109 346
k59 F110 144
k59 k1 318
k59 k2 260
k59 k3 282
k59 k4 575
k59 k5 396
k59 k6 191
k59 k7 384
k59 k8 356
k59 k9 433
k59 k10 214
k59 k11 184
k59 k12 279
k59 k13 374
k59 k14 372
k59 k15 173
k59 k16 266
k59 k17 136
k59 k18 164
k59 k19 279
k59 k20 263
k59 k21 242
k59 k22 198
k59 k23 231
k59 k24 171
k59 k25 134
k59 k26 129
k59 k27 127
k59 k28 156
k59 k29 173
k59 k30 113
k59 k31 80
k59 k32 143
k59 k33 83
k59 k34 215
k59 k35 102
k59 k36 220
k59 k37 248
k59 k38 238
k59 k39 230
k59 k40 243
k59 k41 255
k59 k42 265
k59 k43 394
k59 k44 187
k59 k45 398
k59 k46 393
k59 k47 206
k59 k48 567
k59 k49 235
k59 k50 170
k59 k51 128
k59 k52 127
k59 k53 220
k59 k54 173
k59 k55 176
k59 k56 156
k59 k57 124
k59 k58 32
k59 k59 0
k59 k60 229
k59 k61 227
k59 k62 104
k59 k63 91
k59 k64 389
k59 k65 426
k59 k66 183
k59 k67 376
k59 k68 225
k59 k69 246
k59 k70 222
k59 k71 180
k59 k72 233
k59 k73 127
k59 k74 151
k59 k75 94
k59 k76 184
k60 i1 746
k60 i2 172
k60 i3 455
k60 i4 71
k60 i5 614
k60 i6 201
k60 i7 313
k60 i8 47
k60 i9 10
k60 i10 14
k60 i11 3
k60 i12 299
k60 i13 95
k60 i14 118
k60 i15 105
k60 i16 1512
k60 i17 42
k60 i18 172
k60 i19 129
k60 i20 16
k60 i21 292
k60 i22 166
k60 i23 2396
k60 i24 98
k60 i25 388
k60 i26 194
k60 i27 122
k60 i28 1367
k60 F101 235
k60 F102 332
k60 F103 191
k60 F104 256
k60 F105 337
k60 F106 372
k60 F107 93
k60 F108 154
k60 F109 131
k60 F110 125
k60 k1 121
k60 k2 30
k60 k3 65
k60 k4 746
k60 k5 191
k60 k6 52
k60 k7 614
k60 k8 151
k60 k9 251
k60 k10 286
k60 k11 252
k60 k12 135
k60 k13 221
k60 k14 154
k60 k15 71
k60 k16 257
k60 k17 144
k60 k18 294
k60 k19 293
k60 k20 285
k60 k21 397
k60 k22 291
k60 k23 438
k60 k24 172
k60 k25 214
k60 k26 184
k60 k27 169
k60 k28 118
k60 k29 81
k60 k30 129
k60 k31 155
k60 k32 88
k60 k33 313
k60 k34 16
k60 k35 332
k60 k36 10
k60 k37 18
k60 k38 9
k60 k39 4
k60 k40 25
k60 k41 34
k60 k42 83
k60 k43 180
k60 k44 133
k60 k45 190
k60 k46 204
k60 k47 196
k60 k48 387
k60 k49 299
k60 k50 303
k60 k51 207
k60 k52 205
k60 k53 92
k60 k54 107
k60 k55 79
k60 k56 90
k60 k57 353
k60 k58 260
k60 k59 229
k60 k60 0
k60 k61 13
k60 k62 329
k60 k63 299
k60 k64 169
k60 k65 232
k60 k66 239
k60 k67 263
k60 k68 31
k60 k69 85
k60 k70 314
k60 k71 131
k60 k72 9
k60 k73 262
k60 k74 304
k60 k75 158
k60 k76 169
k61 i1 751
k61 i2 180
k61 i3 453
